-0.39462727, 0.39887255;-0.3935, 0.3985
-0.29828072, -0.30496606;-0.2977, -0.3045
-0.4024149, 0.4019552;-0.4003, 0.4015
-0.099826194, -0.10153509;-0.1021, -0.1034
-0.39925656, 0.20202039;-0.3998, 0.2011
-0.10016272, -0.09492355;-0.1023, -0.0964
0.101639494, -0.30074003;0.1021, -0.3008
-0.2518783, 0.24811305;-0.2523, 0.2465
-0.09523443, -0.099408515;-0.0975, -0.1008
-0.29865402, -0.29913133;-0.2979, -0.2998
-0.24897707, 0.24739769;-0.2503, 0.2461
-0.0029558323, -0.0066140033;-0.0039, -0.0043
-0.297603, -0.30356488;-0.2968, -0.3034
-0.40178767, 0.39363086;-0.4001, 0.3941
0.39654258, 0.09726311;0.3966, 0.0965
0.20139767, -0.19961351;0.2023, -0.1998
-0.24739107, 0.25194824;-0.2491, 0.2505
0.39515156, 0.100988865;0.3948, 0.1008
4.6986088E-4, -0.0016583583;-7.0E-4, -1.0E-4
-0.30653244, -0.30055627;-0.3069, -0.3015
0.20153213, 0.30147305;0.2017, 0.3026
-0.40319058, 0.19969569;-0.4034, 0.1986
-0.40060404, 0.39650276;-0.3989, 0.397
0.09596451, -0.29901034;0.0957, -0.2989
-0.30230922, -0.29333538;-0.3021, -0.2941
0.20036876, -0.19854133;0.2011, -0.1993
0.19997077, -0.20184466;0.2004, -0.2016
-0.39315003, 0.20283549;-0.3941, 0.2017
0.2040612, 0.3027206;0.2041, 0.3034
-0.40349942, 0.20219496;-0.4038, 0.201
0.3929496, 0.09580687;0.3919, 0.0948
0.40639967, 0.10318945;0.4064, 0.1025
0.003584701, 0.003898722;0.0028, 0.0065
0.10134923, -0.30205807;0.1017, -0.3025
0.20064719, -0.2060536;0.2008, -0.2058
0.10449451, -0.29578927;0.105, -0.2947
0.20221777, -0.20185381;0.2027, -0.2015
-0.24927585, 0.25093535;-0.2504, 0.2494
9.840489E-4, 0.0032408242;-3.0E-4, 0.0054
0.10570307, -0.29898822;0.1061, -0.2985
-9.546213E-4, -2.4283108E-4;-0.002, 0.0017
-0.4018617, 0.19674559;-0.402, 0.1955
-0.0011258223, 9.892099E-4;-0.0023, 0.0032
-0.39764947, 0.19733417;-0.3989, 0.1959
0.10324141, -0.29836443;0.1036, -0.2981
0.2094385, -0.20183046;0.209, -0.2018
-0.29694346, -0.30121258;-0.296, -0.3014
0.09472325, -0.2951349;0.0945, -0.2945
-0.30030018, -0.29989663;-0.2998, -0.3006
-0.29999867, -0.30353498;-0.2996, -0.3035
-0.40848294, 0.19538455;-0.4078, 0.1949
-0.4013253, 0.40146625;-0.3996, 0.4013
-0.25254455, 0.24996717;-0.2531, 0.2484
0.39740905, 0.09940888;0.3974, 0.0988
0.19967324, 0.29890716;0.1998, 0.3
0.2004399, -0.2064429;0.2005, -0.2063
-0.24936806, 0.25147882;-0.2505, 0.2499
0.09549445, -0.3022248;0.0954, -0.302
0.0064215153, 0.0010216079;0.0057, 0.0031
0.19811472, -0.20303725;0.1985, -0.203
0.3984185, 0.09388786;0.3985, 0.093
-0.3025026, -0.3018918;-0.3023, -0.3024
0.2016402, 0.29698846;0.2015, 0.2982
-0.40380713, 0.20384274;-0.4045, 0.2027
-0.10123198, -0.1026167;-0.1032, -0.1047
-0.10395044, -0.09973856;-0.1058, -0.1016
0.20326838, -0.20342053;0.2039, -0.2029
-0.1051444, -0.10642515;-0.1072, -0.1085
0.20152515, -0.20624584;0.2015, -0.206
0.0020837018, -0.0010326258;9.0E-4, 7.0E-4
0.10072713, -0.30567455;0.1016, -0.3057
0.20439354, -0.19722962;0.2049, -0.1976
-0.39580604, 0.40653944;-0.3955, 0.4044
0.19991486, 0.29407355;0.2, 0.2958
-0.2977863, -0.3002171;-0.2969, -0.3006
-0.39905918, 0.1974304;-0.4, 0.1959
0.19852646, 0.3054333;0.1986, 0.3061
0.098387964, -0.29952684;0.0983, -0.2992
-0.2538631, 0.25740942;-0.2561, 0.2572
-0.40163717, 0.20269729;-0.4017, 0.2016
-0.40052128, 0.20229794;-0.4009, 0.2012
-0.25037268, 0.24495998;-0.2511, 0.2434
0.3928372, 0.09731974;0.392, 0.0961
-0.29560846, -0.29509848;-0.2951, -0.2959
-0.09784883, -0.10088883;-0.0995, -0.1025
-0.0023823513, -0.0015142492;-0.0031, 6.0E-4
-0.24860315, 0.25518343;-0.25, 0.254
-0.0989417, -0.10356491;-0.1007, -0.1054
0.19911511, -0.20095;0.2, -0.2012
0.09939753, -0.29836693;0.0994, -0.298
-0.40383694, 0.19681062;-0.4037, 0.1957
-0.4026023, 0.3994783;-0.4004, 0.3995
-0.2946239, -0.29658967;-0.2944, -0.2982
0.39999256, 0.09414675;0.4003, 0.0931
0.19987358, -0.19641837;0.201, -0.1971
-0.2544723, 0.25634274;-0.2562, 0.2563
-0.40402594, 0.40628102;-0.4022, 0.405
0.0048760665, 0.0041476996;0.0039, 0.0068
0.19780356, 0.29447344;0.1978, 0.296
9.3796523E-4, 0.0051235897;-4.0E-4, 0.0082
-0.09898563, -0.10159187;-0.1009, -0.1034
-0.24823111, 0.2526933;-0.2495, 0.2514
-0.100898914, -0.09915752;-0.1028, -0.1008
-0.3958827, 0.19885044;-0.3969, 0.1977
0.10770496, -0.3002352;0.1089, -0.3001
0.20098191, 0.29728073;0.2009, 0.2985
0.093929715, -0.30104196;0.0937, -0.3009
-0.4019184, 0.20217973;-0.4021, 0.2009
0.40572608, 0.10149384;0.4058, 0.1006
-0.002848414, 1.5802406E-4;-0.0035, 0.0021
-0.09850612, -0.09844321;-0.1004, -0.1001
0.4062442, 0.098324426;0.4056, 0.0976
0.0954106, -0.29863888;0.0952, -0.2983
-0.103186205, -0.10016132;-0.1053, -0.1016
-0.09961467, -0.099816985;-0.1017, -0.1013
-6.414865E-4, 0.0051409286;-0.0019, 0.0082
-0.10038481, -0.09874109;-0.1022, -0.1004
0.3996626, 0.09795262;0.3993, 0.0972
0.39790943, 0.09360275;0.3979, 0.0926
0.40108263, 0.09885543;0.4009, 0.0978
-0.253812, 0.2547678;-0.2553, 0.2545
-0.09867122, -0.10221664;-0.1003, -0.1043
0.19786648, -0.20169103;0.1988, -0.2019
-0.40236127, 0.20715548;-0.4032, 0.2057
0.09926693, -0.3004468;0.0995, -0.3006
-0.40071216, 0.19785447;-0.4013, 0.1961
-0.24738346, 0.25041625;-0.2489, 0.2486
0.20463239, 0.295861;0.2042, 0.2972
-0.25018743, 0.25693622;-0.2517, 0.2564
-0.4023201, 0.19973448;-0.4026, 0.1982
-0.0074291313, -0.0060127396;-0.0082, -0.0037
0.19409747, 0.29838443;0.1951, 0.2992
-0.40057698, 0.4038638;-0.3992, 0.4026
-0.25190073, 0.25427556;-0.2528, 0.2535
-0.40024602, 0.39730752;-0.3987, 0.3978
-0.0981784, -0.101996556;-0.0999, -0.1039
0.2040004, -0.19681668;0.2046, -0.1975
-0.39821362, 0.20210205;-0.3988, 0.2013
-0.24983034, 0.25473025;-0.2512, 0.2539
-0.10095395, -0.09945989;-0.1029, -0.1012
-0.40328526, 0.20183714;-0.4037, 0.2005
-0.25013775, 0.2542835;-0.2514, 0.2534
0.2036498, 0.30003086;0.2038, 0.301
-0.39828646, 0.19737959;-0.3993, 0.1959
-0.00307005, -0.0012133864;-0.0038, 8.0E-4
0.39900145, 0.094743;0.3991, 0.094
-0.39766827, 0.1981082;-0.3989, 0.1967
-0.09926459, -0.09907541;-0.1012, -0.1005
0.09619509, -0.30150855;0.0961, -0.3013
0.2010562, 0.30144808;0.201, 0.3026
-0.2475911, 0.24820009;-0.249, 0.2469
0.19841295, -0.20027488;0.1994, -0.2008
0.10227226, -0.2949552;0.1027, -0.294
0.39887273, 0.103427686;0.3986, 0.1029
-0.40753874, 0.40103915;-0.4047, 0.4009
-0.40259483, 0.39712918;-0.4003, 0.3975
0.20112374, -0.20007788;0.2018, -0.2002
0.102396384, -0.29265144;0.1027, -0.2921
0.39885154, 0.103415295;0.3986, 0.1029
0.39625213, 0.10297246;0.396, 0.1026
0.096005395, -0.30116767;0.0959, -0.301
0.2006589, 0.30017418;0.2003, 0.3008
0.0050513553, 0.0019584834;0.0038, 0.0044
-0.29759392, -0.30157024;-0.2968, -0.3018
0.2040368, 0.2990443;0.2039, 0.2998
-0.10000672, -0.10257912;-0.1021, -0.1045
0.40354362, 0.100679055;0.4038, 0.0998
-0.24989498, 0.24885769;-0.2508, 0.2472
-0.39746746, 0.19787231;-0.3988, 0.1965
0.39825436, 0.10143469;0.3981, 0.1007
6.982926E-4, -2.3404085E-4;-4.0E-4, 0.002
-0.2964959, -0.29810718;-0.2958, -0.2991
-0.2979797, -0.30167666;-0.297, -0.3018
-0.4040038, 0.3996352;-0.4016, 0.3998
0.2054464, -0.20014885;0.2057, -0.2003
-0.29726866, -0.2992303;-0.2965, -0.3001
0.101726845, -0.30060822;0.1023, -0.3007
-0.39306903, 0.20231509;-0.394, 0.2013
0.20058683, 0.30394793;0.2007, 0.3046
0.393232, 0.095639646;0.392, 0.0946
-0.24612729, 0.24962191;-0.2479, 0.2477
-0.098041534, -0.09622273;-0.1001, -0.0978
-0.105488695, -0.103079036;-0.1077, -0.105
-0.10173262, -0.10476416;-0.1039, -0.1069
-0.30548894, -0.30293623;-0.3063, -0.3037
-0.09734624, -0.098646015;-0.0993, -0.1002
-0.40365362, 0.39760497;-0.4013, 0.3984
-0.24709766, 0.25595334;-0.2489, 0.2547
-0.39889628, 0.39980355;-0.3977, 0.3999
0.0042534308, 1.7109593E-4;0.0031, 0.0022
-0.25537583, 0.24660924;-0.2557, 0.2448
-0.2998699, -0.29595226;-0.2993, -0.2967
-0.40241018, 0.20540805;-0.4029, 0.2041
-0.24604028, 0.24670066;-0.2473, 0.2452
-0.40502986, 0.39714298;-0.4025, 0.3976
0.20075065, -0.20282732;0.2011, -0.2027
1.5779697E-4, -0.0059752483;-6.0E-4, -0.0037
-0.24714522, 0.24677564;-0.2485, 0.2451
0.0025342663, -0.0020911233;0.0012, -4.0E-4
0.4007864, 0.09845349;0.4006, 0.0975
0.19600153, 0.30182436;0.1964, 0.3026
-0.40448213, 0.39681134;-0.4021, 0.3971
-0.39698365, 0.1968677;-0.3985, 0.1954
-0.2978986, -0.30397835;-0.2971, -0.3039
0.09724912, -0.300018;0.097, -0.2999
0.19709714, 0.2965105;0.1977, 0.2978
0.0042241695, 0.0015238826;0.0031, 0.0039
-0.401029, 0.4038958;-0.3995, 0.4026
0.4061557, 0.10019442;0.4059, 0.0998
-0.2944221, -0.29845947;-0.294, -0.2994
0.20070401, 0.29948312;0.2003, 0.3002
0.40089905, 0.10561353;0.4007, 0.1054
-0.39445025, 0.19352165;-0.3959, 0.1926
0.19792962, 0.30604196;0.1981, 0.3067
-0.25076628, 0.24760292;-0.2514, 0.2461
0.3973945, 0.108695984;0.3969, 0.1089
-0.39658344, 0.19925599;-0.3978, 0.1981
-0.29966483, -0.30052525;-0.2993, -0.301
-0.25126588, 0.24822763;-0.2518, 0.2465
-0.39933994, 0.19954883;-0.3998, 0.1982
0.0991978, -0.30086622;0.0993, -0.3011
-0.39682552, 0.3978523;-0.3959, 0.3983
-0.40257627, 0.40115884;-0.4005, 0.4009
0.4057575, 0.10286722;0.4058, 0.1021
0.20255643, -0.20254987;0.2031, -0.2022
0.20602214, 0.29893017;0.2063, 0.3001
0.20430793, 0.30000985;0.2041, 0.3011
-0.10153662, -0.09983442;-0.1035, -0.1015
0.19493164, -0.20306304;0.1963, -0.2037
7.0187607E-4, 1.10442095E-4;-5.0E-4, 0.0022
0.09917425, -0.30357805;0.0998, -0.3036
0.0040499545, -0.002410944;0.003, -6.0E-4
0.10788059, -0.30361715;0.1084, -0.3045
-0.25845754, 0.24583499;-0.2589, 0.244
-0.3043265, -0.29902056;-0.3046, -0.2997
-0.2486392, 0.24481766;-0.2498, 0.2431
-0.10039961, -0.099532776;-0.1026, -0.101
-0.2487277, 0.25200778;-0.2498, 0.2505
-0.253057, 0.25183713;-0.254, 0.2505
-0.3954863, 0.3990312;-0.3945, 0.3991
0.098531224, -0.3075296;0.0994, -0.3076
-0.09806023, -0.098469466;-0.1002, -0.1001
-0.30989522, -0.30117238;-0.3105, -0.3022
-0.0022379493, 0.00117181;-0.003, 0.0032
-0.0056888303, -0.002557397;-0.0069, -4.0E-4
-0.0016899642, -0.003970895;-0.0025, -0.0017
-0.2991293, -0.30193433;-0.2985, -0.302
-0.30133253, -0.2992237;-0.301, -0.2999
-0.39972192, 0.20108648;-0.4003, 0.1998
0.39505115, 0.099796444;0.3944, 0.0992
-0.0030231292, 6.5484695E-5;-0.0036, 0.002
-0.24867985, 0.25164616;-0.25, 0.2501
-0.3056869, -0.29592964;-0.3059, -0.2966
-0.3981749, 0.39947158;-0.3972, 0.3996
-0.24909608, 0.24989368;-0.2502, 0.2483
0.1970385, 0.2986959;0.1974, 0.2996
-0.2986799, -0.30267027;-0.2979, -0.3028
-0.3994973, 0.20128715;-0.4001, 0.2001
0.19793153, 0.29821816;0.1983, 0.2992
0.40567848, 0.09850543;0.4053, 0.0979
0.3948343, 0.09663737;0.3941, 0.096
-0.093610875, -0.10050878;-0.0959, -0.1022
0.00471101, -4.2034857E-4;0.0038, 0.0017
0.20005694, 0.3013737;0.2001, 0.3022
-0.29893088, -0.3012008;-0.2982, -0.3015
-0.0028216338, 0.0021778725;-0.004, 0.0047
-0.39902723, 0.20182775;-0.3995, 0.2008
-0.3962093, 0.40433392;-0.3953, 0.4031
-0.39921603, 0.20224333;-0.3996, 0.2014
-0.0010908213, -0.0012664201;-0.0022, 5.0E-4
-0.39856863, 0.20239937;-0.3992, 0.2016
-0.39935943, 0.40032732;-0.3983, 0.4002
0.40298605, 0.099223554;0.4033, 0.0985
-0.3989534, 0.4035016;-0.3979, 0.4026
0.19596756, 0.30399942;0.1963, 0.3052
-0.25124383, 0.25645685;-0.2525, 0.2557
-0.09757248, -0.10033934;-0.0992, -0.1022
0.10718817, -0.30224472;0.1082, -0.3027
-0.2510585, 0.24888596;-0.2516, 0.2473
0.19674993, -0.20902845;0.1971, -0.2088
-0.10174549, -0.09758489;-0.1035, -0.0993
-0.39969838, 0.40303633;-0.3985, 0.4023
-9.940497E-6, 0.0011955769;-0.001, 0.0032
-0.24914642, 0.25271526;-0.2501, 0.2513
0.09752014, -0.29920486;0.0975, -0.299
-0.09629336, -0.10314436;-0.0983, -0.1051
-4.5714175E-4, 3.9491607E-4;-0.0014, 0.0023
-0.30139163, -0.30330068;-0.3013, -0.3035
-0.24728295, 0.24986032;-0.249, 0.2481
-0.3960568, 0.19684988;-0.3975, 0.1956
0.09633748, -0.30249485;0.0963, -0.3022
-0.003018492, -0.0026662082;-0.004, -9.0E-4
-0.24920188, 0.24922997;-0.2502, 0.2476
0.4001178, 0.09763456;0.4, 0.0966
-0.40093735, 0.20200497;-0.4012, 0.2009
-0.40194198, 0.20038763;-0.4023, 0.199
0.20344736, -0.19851653;0.2039, -0.1989
-0.40124097, 0.40542075;-0.3995, 0.4037
0.20177615, 0.29795775;0.2016, 0.2991
0.10351403, -0.30183354;0.1038, -0.3021
0.19990282, 0.30165857;0.1998, 0.3026
-0.40134117, 0.3979523;-0.3993, 0.3983
-0.25237748, 0.24828912;-0.2528, 0.2466
0.002773938, 0.0013774502;0.0015, 0.0034
-0.2960227, -0.30291507;-0.2956, -0.303
0.09879075, -0.29536268;0.0988, -0.2943
0.39817974, 0.10260313;0.3977, 0.1022
-0.40086466, 0.20003253;-0.4013, 0.1988
0.20695052, -0.20766464;0.2066, -0.2065
-0.39961192, 0.19193272;-0.4006, 0.1917
-0.30132475, -0.30106542;-0.3009, -0.3015
-0.10428338, -0.10474138;-0.1065, -0.1067
-0.29844075, -0.29656315;-0.2975, -0.2975
0.40232506, 0.09483818;0.4025, 0.0939
-0.39819366, 0.20288771;-0.3989, 0.2018
-0.25071678, 0.2528061;-0.2516, 0.2515
0.20138896, -0.1997605;0.2022, -0.2
-0.40170205, 0.20506848;-0.4021, 0.2038
0.40144742, 0.10008604;0.4015, 0.0994
-0.09672977, -0.09928009;-0.0984, -0.1008
0.401872, 0.096433975;0.4018, 0.0954
0.0050865887, 0.0010117792;0.0039, 0.0031
-0.25041994, 0.24840374;-0.2512, 0.2468
-0.25360003, 0.25270796;-0.2546, 0.2518
-0.09787777, -0.103198394;-0.0996, -0.1052
0.102833234, -0.29705393;0.1033, -0.2963
-0.09818549, -0.10079259;-0.0999, -0.1025
-0.007600642, -0.0064658215;-0.0082, -0.0042
0.20254724, 0.29676387;0.2026, 0.2979
-0.004676158, -0.0044783596;-0.0055, -0.0025
0.20243418, -0.205666;0.2027, -0.2055
0.19517307, -0.20960395;0.1958, -0.2094
0.19943775, 0.2980512;0.1995, 0.2987
-0.2926391, -0.300818;-0.2927, -0.301
-0.40093893, 0.19642831;-0.4013, 0.195
-0.099191874, -0.09531304;-0.1017, -0.0969
-0.4010975, 0.20014122;-0.4015, 0.1988
-0.09979564, -0.09590064;-0.1018, -0.0972
0.39789614, 0.09900079;0.3979, 0.0985
-0.0020988064, 9.0386503E-4;-0.0028, 0.0029
-0.400445, 0.39920855;-0.3991, 0.3993
0.10080324, -0.29623157;0.1009, -0.2954
0.19172008, -0.20250997;0.1934, -0.2034
0.19875513, 0.2973205;0.1989, 0.2983
-0.39153445, 0.20702426;-0.3923, 0.205
-0.4019379, 0.39729708;-0.3999, 0.3977
-0.09201047, -0.103906386;-0.0949, -0.1059
-0.3938977, 0.19994786;-0.3947, 0.1991
0.19997841, -0.19345543;0.201, -0.1937
0.20364551, 0.3040058;0.2038, 0.3048
-0.3999544, 0.19678529;-0.4009, 0.1954
0.20253587, -0.20046355;0.203, -0.2004
-0.092847615, -0.09502862;-0.0947, -0.0967
-0.29497358, -0.30066746;-0.2945, -0.301
-0.40224814, 0.19556932;-0.4021, 0.1947
-0.398811, 0.39415738;-0.3976, 0.3946
-0.101016186, -0.10016346;-0.1032, -0.1017
-0.296722, -0.29935572;-0.2958, -0.3003
0.20310073, 0.30033258;0.2033, 0.3012
-0.09996909, -0.10263991;-0.1019, -0.1046
0.19772902, 0.30193812;0.1978, 0.3027
-0.099144615, -0.098578766;-0.1012, -0.1003
-0.0029541398, 0.0055577443;-0.0043, 0.0085
-0.09765744, -0.10046598;-0.0992, -0.1022
-0.09961447, -0.098460965;-0.1015, -0.1001
0.19428217, -0.19627512;0.196, -0.1971
-0.24872886, 0.24781923;-0.2502, 0.2464
0.200311, -0.19276093;0.2016, -0.1929
0.1015109, -0.30324146;0.1019, -0.3035
0.20258516, -0.19085577;0.2032, -0.1912
0.20491284, -0.20190638;0.2051, -0.2016
0.09629333, -0.30017957;0.0961, -0.3005
-0.24849571, 0.24670245;-0.2497, 0.2451
-0.0030009963, 0.0018909231;-0.0042, 0.0042
-0.25652108, 0.2474481;-0.2573, 0.246
0.09912774, -0.29746565;0.0992, -0.2968
0.39679518, 0.104596995;0.3964, 0.1043
0.09820268, -0.2952764;0.0982, -0.2943
0.39372432, 0.093139134;0.3927, 0.092
0.20144731, -0.20053767;0.2021, -0.2004
0.39797053, 0.09493236;0.3981, 0.0944
0.39953983, 0.09742242;0.3992, 0.0967
-0.10085315, -0.09654601;-0.1027, -0.0976
-0.25039726, 0.25257525;-0.2511, 0.2509
-0.29744095, -0.3018797;-0.2965, -0.3021
0.19950838, -0.19834183;0.2004, -0.1991
-0.0014439347, 0.0015324579;-0.0025, 0.0035
0.10187869, -0.30152762;0.1022, -0.3018
0.40255257, 0.09424156;0.4026, 0.0936
-0.4070006, 0.20902893;-0.4073, 0.2076
0.20181565, 0.29894635;0.2018, 0.2998
-0.39779383, 0.39472148;-0.3969, 0.3954
0.20026761, -0.20577307;0.2006, -0.2057
-0.2511236, 0.24973896;-0.2517, 0.2482
0.20141906, 0.30571938;0.2013, 0.3064
-0.25257754, 0.2498598;-0.2531, 0.2483
7.76824E-4, 0.004662462;-5.0E-4, 0.0079
0.19456507, 0.3011456;0.195, 0.3024
-0.40308318, 0.20075588;-0.4036, 0.1995
0.10483152, -0.29965448;0.1053, -0.2994
0.40079957, 0.0976587;0.4006, 0.0964
-0.39490482, 0.20251967;-0.3957, 0.2015
-0.2541401, 0.24839342;-0.2548, 0.2471
-0.24903952, 0.24585164;-0.2502, 0.244
0.09815319, -0.29744145;0.0983, -0.2968
0.09879312, -0.29786736;0.0989, -0.2975
0.19625685, 0.2950123;0.1968, 0.2963
-0.392971, 0.39943734;-0.392, 0.3991
-0.30047026, -0.29856017;-0.2995, -0.2994
-0.001085863, -9.864921E-4;-0.0022, 0.0012
-0.40003, 0.39658114;-0.3986, 0.397
-0.2500864, 0.25014472;-0.2508, 0.2486
0.19490822, -0.2052253;0.1961, -0.2053
-0.3040458, -0.2993157;-0.3044, -0.3
-0.40037978, 0.40562728;-0.3987, 0.404
-0.40431285, 0.39347908;-0.4018, 0.3938
-0.24856728, 0.2537896;-0.2497, 0.2524
0.19828863, -0.20411009;0.1987, -0.2043
0.20228417, 0.30828354;0.2025, 0.3094
-0.30469024, -0.29594025;-0.3048, -0.2966
-0.40085962, 0.20413856;-0.401, 0.2029
0.19430622, 0.29814;0.1953, 0.2991
-3.8248688E-4, -0.0030518733;-0.0015, -8.0E-4
0.19656779, -0.19771887;0.1982, -0.1983
-0.39157772, 0.40652993;-0.3916, 0.4044
3.468808E-4, -0.0020884087;-7.0E-4, -4.0E-4
0.39856204, 0.100870244;0.3981, 0.1004
0.39777365, 0.101522245;0.3977, 0.1009
-0.0072563016, -0.0062717637;-0.0081, -0.004
0.19902796, 0.29691914;0.1989, 0.2981
0.40499738, 0.09826415;0.4048, 0.0977
-0.29822898, -0.2982518;-0.2972, -0.2991
-0.2956636, -0.3049249;-0.2954, -0.3042
-0.105444595, -0.10158745;-0.1076, -0.1033
-0.25318548, 0.2499044;-0.2537, 0.2482
-0.2515977, 0.25230506;-0.252, 0.2509
0.20672338, -0.19718505;0.2065, -0.1975
-0.24664928, 0.2465017;-0.248, 0.2448
-0.29555595, -0.2995316;-0.2949, -0.3003
0.10114182, -0.29966143;0.1013, -0.2994
0.407852, 0.10304213;0.4075, 0.1024
-0.0017592886, -0.0042768377;-0.0026, -0.0019
-0.29975706, -0.29679778;-0.2993, -0.2982
0.1987657, -0.19777586;0.2, -0.1986
-0.25104752, 0.25259763;-0.2518, 0.251
-0.39723685, 0.197968;-0.3987, 0.1967
0.20349075, 0.3029612;0.2036, 0.3034
0.1947226, 0.30059278;0.1954, 0.3019
-0.3982831, 0.20132864;-0.399, 0.2001
-0.40706822, 0.3946565;-0.404, 0.395
-0.0019074426, 0.0034478894;-0.003, 0.006
-0.3020516, -0.2988752;-0.3016, -0.2996
-0.29687756, -0.29790854;-0.2962, -0.2988
-0.3009397, -0.29362887;-0.3006, -0.2943
0.3915639, 0.10080565;0.3908, 0.1
0.10144094, -0.2983613;0.1016, -0.2981
0.09529646, -0.30216625;0.0951, -0.302
0.20301588, -0.19868147;0.2036, -0.199
0.20042427, 0.3036636;0.2005, 0.3044
-0.24671863, 0.24974863;-0.2484, 0.248
0.19272205, -0.20201887;0.1945, -0.203
-0.24705409, 0.24937369;-0.2487, 0.2477
0.195539, 0.3009966;0.196, 0.302
-0.24725766, 0.24526452;-0.2485, 0.2436
-0.3012215, -0.29869056;-0.3009, -0.2994
-0.39893293, 0.1957432;-0.4001, 0.1945
0.20104711, -0.1968944;0.2022, -0.1976
0.09455553, -0.3015019;0.0943, -0.3013
-0.24713933, 0.24571548;-0.2485, 0.2439
0.19755587, -0.20164083;0.1985, -0.2019
-0.25287285, 0.25177023;-0.2536, 0.2503
0.20238718, 0.30417287;0.2022, 0.3052
-0.0015296385, 0.0013463136;-0.0025, 0.0033
-0.09989785, -0.10089721;-0.1022, -0.1025
0.194388, -0.20220934;0.1961, -0.2031
-0.24369173, 0.24364766;-0.2446, 0.2413
-0.40561703, 0.19535123;-0.405, 0.1947
-0.40022212, 0.40455118;-0.3986, 0.4033
0.39645576, 0.096844345;0.3964, 0.096
-0.30067715, -0.30245194;-0.3005, -0.3027
0.20471518, 0.3007199;0.2047, 0.3017
-0.25011474, 0.24878125;-0.2508, 0.2471
0.101676576, -0.3032742;0.1019, -0.3035
-0.39635703, 0.19586499;-0.398, 0.1947
-0.3978763, 0.20497738;-0.3985, 0.2037
0.20258284, 0.29810324;0.2027, 0.2992
-0.3042469, -0.2972842;-0.3042, -0.298
0.20434783, -0.20239332;0.2046, -0.2018
0.1005125, -0.30038545;0.1008, -0.3004
-0.40011674, 0.19544308;-0.4006, 0.1943
0.40461072, 0.102779634;0.4048, 0.1021
-0.2505568, 0.24787207;-0.2511, 0.2463
-0.39692363, 0.4039028;-0.3962, 0.4027
0.20391652, 0.30509827;0.2041, 0.306
-0.09794335, -0.095854454;-0.1, -0.0975
-0.4016022, 0.20124161;-0.4019, 0.2
-0.40434945, 0.40124694;-0.4019, 0.4009
-0.29734033, -0.3032702;-0.2966, -0.3033
-0.30032176, -0.30282405;-0.3, -0.3029
-0.099879935, -0.10080165;-0.1021, -0.1025
-0.39474022, 0.19586267;-0.3962, 0.1947
-0.0020739692, -0.004338061;-0.003, -0.002
-0.24869397, 0.25212577;-0.2498, 0.2507
-0.25367114, 0.25286534;-0.2547, 0.2519
0.19556579, 0.29821044;0.1962, 0.2992
-0.09709121, -0.09482711;-0.0991, -0.0969
-0.09398818, -0.09458862;-0.0958, -0.0965
-0.10242588, -0.097805664;-0.1047, -0.0993
0.10113872, -0.30446765;0.1016, -0.3046
0.09858384, -0.2956954;0.0985, -0.2949
0.09699933, -0.30226415;0.0968, -0.302
-0.4030239, 0.40117162;-0.4009, 0.401
0.09900788, -0.30044362;0.099, -0.3006
-0.30019334, -0.29558036;-0.2997, -0.2962
0.0022359826, 0.003931404;0.0014, 0.0064
-0.10209856, -0.09853469;-0.1041, -0.1004
0.0050049326, -0.0044315546;0.0038, -0.0023
-0.105542846, -0.10088081;-0.1077, -0.1026
0.20322904, 0.2943258;0.2031, 0.2956
0.19759531, 0.29657376;0.1981, 0.2978
-0.25130132, 0.25102603;-0.2518, 0.2493
0.0031252906, 0.0054168007;0.0023, 0.0083
-0.25200835, 0.2510816;-0.2526, 0.2494
0.10352325, -0.30106527;0.1038, -0.3011
0.20239757, -0.19798382;0.2031, -0.1985
0.20175435, -0.19736746;0.2025, -0.198
-9.4949204E-4, -2.2255533E-4;-0.002, 0.0017
-0.10054992, -0.1000182;-0.1028, -0.1015
-0.24638088, 0.2520889;-0.2483, 0.2505
0.39910606, 0.099321164;0.3987, 0.0987
-0.40276173, 0.19616698;-0.4024, 0.195
0.20464948, 0.30169684;0.205, 0.3025
-0.3986366, 0.20610063;-0.3992, 0.2044
0.19562903, 0.29086837;0.1959, 0.2926
-0.29982, -0.30181733;-0.2994, -0.302
-0.29569134, -0.29797736;-0.2949, -0.299
0.004157925, -0.006177079;0.0028, -0.0037
0.39935964, 0.09456749;0.3993, 0.0937
0.19409324, 0.29581657;0.1948, 0.297
-0.25246975, 0.255403;-0.2537, 0.2549
-0.09947284, -0.10463557;-0.1013, -0.1067
-0.25419965, 0.25232977;-0.2554, 0.2514
-0.24921124, 0.25260428;-0.2502, 0.2511
0.3975129, 0.10812415;0.397, 0.1083
0.19609153, 0.30056298;0.1964, 0.3016
0.19903845, 0.29864034;0.1993, 0.2996
0.20132807, -0.20490988;0.2013, -0.205
0.20121008, -0.20291539;0.2017, -0.2026
-0.39915064, 0.19920047;-0.3997, 0.198
-0.39913002, 0.40614524;-0.3979, 0.4041
-0.099357136, -0.10444018;-0.1014, -0.1065
-0.25205025, 0.24761845;-0.2525, 0.2461
-0.40158275, 0.20040303;-0.4021, 0.1992
0.20097591, 0.30072424;0.2009, 0.3017
