0.19821587, 0.29940185;0.1985, 0.3003
0.0018114374, 0.008867067;3.0E-4, 0.0114
-0.0034399491, -0.001679677;-0.0044, 1.0E-4
-0.3995965, 0.19881861;-0.4003, 0.1973
0.39877123, 0.094411895;0.3991, 0.0936
0.39597008, 0.10458797;0.3955, 0.1044
0.004076277, -0.0016791848;0.0031, 0.0
-0.3968436, 0.40246838;-0.3962, 0.4018
-0.4044537, 0.400724;-0.4022, 0.4007
-0.09632131, -0.09439482;-0.0982, -0.0965
0.20093673, 0.30106908;0.2008, 0.3018
-0.24840312, 0.24824414;-0.2499, 0.2467
-0.098332144, -0.10595536;-0.1002, -0.1079
0.10206795, -0.30557698;0.1025, -0.3059
-0.4005348, 0.3974735;-0.399, 0.398
0.39766264, 0.104280844;0.397, 0.1039
-0.10391643, -0.09887438;-0.1059, -0.1006
-0.40167257, 0.20543133;-0.4023, 0.204
0.10260406, -0.30106753;0.1028, -0.301
-0.40491048, 0.39810196;-0.4023, 0.3984
-0.29723898, -0.3052704;-0.2966, -0.3046
0.19847457, 0.30204064;0.1988, 0.3031
-0.2513624, 0.25260022;-0.252, 0.2512
-0.3970161, 0.20035747;-0.3981, 0.1994
0.19794358, 0.30078036;0.1982, 0.3015
0.0062011685, -6.956622E-4;0.0054, 0.0016
-0.24973705, 0.25443876;-0.2511, 0.2535
-0.40111482, 0.40436623;-0.3996, 0.4029
-0.40438163, 0.40099478;-0.402, 0.4009
0.09898986, -0.29984137;0.0989, -0.2995
0.005574447, 0.0014832204;0.0046, 0.0037
0.0028643503, 9.892851E-4;0.0017, 0.0032
-0.40228087, 0.20303904;-0.4024, 0.2019
-0.3036411, -0.30073312;-0.3039, -0.3016
-0.096261635, -0.1017163;-0.0983, -0.1032
-0.24574625, 0.24916716;-0.2475, 0.2473
-1.3620064E-4, -0.0057271197;-9.0E-4, -0.0034
0.0041162004, -0.0031267854;0.003, -0.0013
-0.09826442, -0.097805426;-0.1004, -0.0994
0.0979229, -0.3058912;0.0984, -0.3058
-0.30551782, -0.29960603;-0.306, -0.3005
-0.40018517, 0.19807623;-0.4007, 0.1965
-0.39710915, 0.40303308;-0.3965, 0.4021
-0.24908778, 0.25057536;-0.2504, 0.2489
-0.40311033, 0.19968769;-0.4033, 0.1985
-0.30509058, -0.30478594;-0.3059, -0.3052
-0.40032396, 0.39709172;-0.3987, 0.3975
-0.09588942, -0.09894854;-0.0977, -0.1005
-0.10117764, -0.096196055;-0.1032, -0.0972
-0.39919865, 0.2045397;-0.3996, 0.2032
-0.097229905, -0.100375876;-0.0991, -0.1021
-0.001171131, 0.004819487;-0.0022, 0.008
-0.09694181, -0.10204053;-0.0989, -0.1038
0.20048444, -0.20262648;0.201, -0.2024
0.20494841, -0.19958797;0.2052, -0.1997
0.19612491, -0.19141242;0.1977, -0.1916
-0.40063673, 0.20326674;-0.4011, 0.202
-0.102216184, -0.10365379;-0.1041, -0.1057
0.40544343, 0.09945118;0.4051, 0.0988
-0.30169654, -0.30077216;-0.3011, -0.3013
0.19950639, 0.30203903;0.1996, 0.3029
0.39815953, 0.10194753;0.3979, 0.1014
0.19436786, -0.20189637;0.1961, -0.2029
-0.39637652, 0.2038582;-0.3973, 0.2028
-0.3965375, 0.19945553;-0.3976, 0.1984
0.40264684, 0.102851;0.4026, 0.1026
-0.10033311, -0.10436433;-0.1025, -0.1064
-0.40455928, 0.39793622;-0.4021, 0.3983
-0.30292082, -0.30033365;-0.3026, -0.3011
-0.402091, 0.40295205;-0.4002, 0.4021
-0.29735616, -0.30540434;-0.2966, -0.3046
0.19703747, 0.30308354;0.1972, 0.304
-0.09789709, -0.10027528;-0.0996, -0.102
-0.25031543, 0.25776362;-0.2518, 0.257
-0.3018605, -0.29790476;-0.3015, -0.2989
0.20098737, 0.30035;0.2007, 0.3012
0.19997077, -0.1998188;0.2006, -0.2001
-0.3999473, 0.20024838;-0.4007, 0.1991
-0.3955021, 0.40286458;-0.395, 0.4022
0.103853196, -0.29987454;0.104, -0.2996
0.4004223, 0.095130034;0.4006, 0.0943
0.20139977, -0.2005119;0.2019, -0.2004
0.102743335, -0.30084208;0.1029, -0.3008
-0.39998594, 0.4037206;-0.3986, 0.4025
-0.10139787, -0.099003926;-0.1035, -0.1009
-0.30330166, -0.30112755;-0.3034, -0.3019
0.19998488, -0.19782001;0.201, -0.1985
-0.25518835, 0.24303935;-0.256, 0.2411
0.20159517, -0.20174329;0.202, -0.2015
-0.295253, -0.29800642;-0.2944, -0.299
0.20410515, 0.29451925;0.2041, 0.2959
0.19002298, 0.30435294;0.1907, 0.3056
0.20336702, 0.30056354;0.2036, 0.3015
-0.10088316, -0.10067391;-0.1031, -0.1023
-0.40359068, 0.4001465;-0.4013, 0.4001
-0.2485065, 0.25179508;-0.2498, 0.2503
-0.09939621, -0.099465966;-0.1013, -0.1008
-0.40334198, 0.40615055;-0.4016, 0.4047
-0.24485968, 0.24734461;-0.2464, 0.2455
0.4095728, 0.09502022;0.4079, 0.0941
0.20128374, 0.30405235;0.2012, 0.3047
0.20354462, 0.29853967;0.2037, 0.2997
-0.2458793, 0.25028077;-0.2474, 0.2486
0.20319177, 0.29944143;0.2033, 0.3001
-0.40083665, 0.40322867;-0.3993, 0.4023
-0.2539383, 0.25373256;-0.2552, 0.2532
-0.406361, 0.20271151;-0.4064, 0.2014
0.19634362, -0.19873103;0.1979, -0.1996
0.40160275, 0.098131984;0.4017, 0.097
-0.24888085, 0.24553385;-0.25, 0.2438
0.1962379, 0.30077413;0.1967, 0.3016
0.09709881, -0.3001552;0.0968, -0.3003
0.40038013, 0.098169275;0.4002, 0.0972
-0.39506793, 0.20405763;-0.3961, 0.203
0.10265058, -0.3013487;0.1027, -0.3016
-0.102535486, -0.100202344;-0.1046, -0.1017
0.20486788, -0.19822322;0.2052, -0.1986
-0.40068886, 0.400204;-0.3992, 0.4001
-0.25385737, 0.25009072;-0.2545, 0.2483
-0.10398834, -0.09710949;-0.1059, -0.0987
0.19810592, -0.19750021;0.1997, -0.1983
-0.4027543, 0.40328;-0.4007, 0.4023
-0.24894248, 0.2535162;-0.2499, 0.2521
-0.3014926, -0.29998136;-0.3011, -0.3009
0.19793689, -0.19836643;0.1995, -0.1993
0.10090094, -0.30112118;0.1011, -0.3013
-0.40595087, 0.2022415;-0.4061, 0.2011
-0.3974977, 0.19662105;-0.3988, 0.1952
-0.24490434, 0.24964824;-0.2467, 0.2478
0.2016469, -0.20326592;0.2019, -0.203
0.105702765, -0.2987443;0.1061, -0.2982
-0.40354452, 0.19905138;-0.4034, 0.1978
0.091317065, -0.3003621;0.0916, -0.2999
0.20358618, 0.30542776;0.2038, 0.3063
-0.39866784, 0.20417267;-0.3992, 0.2032
0.09975655, -0.3051994;0.1004, -0.3052
0.09858048, -0.30171877;0.0986, -0.3017
0.20162112, 0.30320552;0.2014, 0.304
-0.39820457, 0.19593309;-0.3993, 0.1946
-0.40102306, 0.20233266;-0.4014, 0.2014
-0.25447753, 0.25304952;-0.2561, 0.2524
-0.30532175, -0.30160698;-0.306, -0.3023
0.20158261, -0.20175582;0.202, -0.2015
-0.25547302, 0.24713226;-0.2559, 0.2457
-0.099955626, -0.10248298;-0.1019, -0.1044
0.40631458, 0.09867079;0.4057, 0.0982
-0.25015348, 0.2579696;-0.2517, 0.2572
0.0021716778, -0.0029316463;9.0E-4, -0.0011
-0.39861292, 0.4034482;-0.3975, 0.4025
0.098699965, -0.29853398;0.0988, -0.2983
0.1958773, 0.29895708;0.1964, 0.2997
-0.10757913, -0.101695344;-0.1096, -0.1034
-0.3983859, 0.4044242;-0.3974, 0.4032
-0.10128674, -0.10386028;-0.1034, -0.106
-0.25128177, 0.24591756;-0.2518, 0.2442
0.20054488, 0.29953364;0.2002, 0.3002
0.19796792, -0.20455837;0.1981, -0.205
-0.102128744, -0.09669988;-0.1041, -0.0981
-0.3010172, -0.29864112;-0.3008, -0.2996
-0.29913557, -0.29749683;-0.2985, -0.2987
-0.103720434, -0.10193246;-0.1059, -0.1039
0.09880509, -0.29933804;0.0988, -0.2989
-0.24683358, 0.25216848;-0.2487, 0.2506
-0.29722896, -0.3017281;-0.2963, -0.302
-0.40139583, 0.2016037;-0.4017, 0.2004
-0.30476874, -0.29799345;-0.305, -0.299
0.20377697, 0.30202278;0.2039, 0.3029
-1.918055E-4, 0.001913852;-0.0014, 0.0039
-0.29789028, -0.29822245;-0.2971, -0.2991
0.20095956, -0.19833231;0.2018, -0.1989
0.004112087, 0.0010525236;0.0029, 0.0032
-0.25827286, 0.25126043;-0.2593, 0.2505
0.19842647, -0.20145182;0.1993, -0.2016
0.10285028, -0.29949296;0.1032, -0.2995
-0.40500855, 0.2002937;-0.4052, 0.1992
-0.30169147, -0.30821553;-0.3024, -0.3082
0.20778185, -0.20229325;0.2073, -0.2021
1.4554789E-4, 0.0021011918;-0.0011, 0.0041
-0.24421053, 0.25266296;-0.2457, 0.251
-0.39302558, 0.19903816;-0.3936, 0.198
-0.30497375, -0.29920742;-0.3053, -0.2999
0.102015644, -0.29873404;0.1024, -0.2986
0.19687657, -0.19694167;0.1983, -0.1976
-0.1035336, -0.09319093;-0.1052, -0.0947
-0.25253594, 0.25315487;-0.2535, 0.2523
-0.24145618, 0.24659504;-0.2424, 0.2447
-0.3972225, 0.4006442;-0.3963, 0.4006
-0.40385687, 0.3957586;-0.4016, 0.3956
-0.40491667, 0.4022752;-0.4023, 0.4017
-0.3976022, 0.20041454;-0.3985, 0.1994
0.10412825, -0.30048642;0.1045, -0.3006
-0.4006358, 0.20033447;-0.4009, 0.1992
-0.29600057, -0.30039674;-0.2953, -0.3007
0.19840121, -0.20256811;0.1988, -0.2027
0.19994366, -0.19974414;0.2006, -0.2001
-0.09966931, -0.10238835;-0.1017, -0.1045
-0.40233445, 0.1942129;-0.4024, 0.1933
0.005214285, -0.0036865757;0.0041, -0.0018
0.10615115, -0.29475635;0.1067, -0.294
-0.24876775, 0.24931228;-0.2499, 0.2476
0.1003879, -0.29782036;0.1005, -0.2973
0.1996391, -0.20445965;0.1999, -0.2046
-0.24729796, 0.25145736;-0.249, 0.2497
0.19675387, -0.19724837;0.1983, -0.1979
0.10621678, -0.29765713;0.107, -0.2969
-0.24638629, 0.25570893;-0.2484, 0.2545
-0.40296137, 0.39349094;-0.401, 0.3939
-0.24887566, 0.24734779;-0.2502, 0.2461
-0.10013114, -0.09903734;-0.1021, -0.1005
-0.24440424, 0.24799313;-0.246, 0.2462
0.19712271, -0.19672774;0.1986, -0.1974
0.09635682, -0.3051571;0.0964, -0.3048
0.3953461, 0.093049064;0.3945, 0.092
-0.25418207, 0.25172505;-0.2549, 0.2506
-0.30242893, -0.29956052;-0.3021, -0.3003
-0.099439204, -0.09685135;-0.1015, -0.0983
0.20412311, 0.29836258;0.204, 0.2995
-0.29893845, -0.3096041;-0.2993, -0.3092
-0.24964005, 0.2597167;-0.2513, 0.2585
0.20332685, 0.3036441;0.2033, 0.3045
-0.29747704, -0.301399;-0.2967, -0.3015
-0.25223994, 0.24671489;-0.2527, 0.2453
0.19778681, 0.3016542;0.1979, 0.3024
-0.09983087, -0.10453978;-0.1017, -0.1065
-0.39669192, 0.20310001;-0.3974, 0.2021
0.20161131, 0.29713976;0.2015, 0.2983
-0.39932847, 0.19643898;-0.4002, 0.1949
0.40431544, 0.09496073;0.4038, 0.0939
0.0039262013, 0.001023478;0.0027, 0.0032
0.4012629, 0.1006028;0.4014, 0.0999
-0.097798, -0.106567204;-0.0997, -0.1086
-0.29927367, -0.30582958;-0.299, -0.3054
0.20373438, 0.29515958;0.2038, 0.2967
0.19841929, -0.20548141;0.1988, -0.2054
-0.3933773, 0.19834298;-0.3939, 0.1974
0.099829465, -0.296779;0.0999, -0.2961
0.19626251, 0.303434;0.1965, 0.3044
0.104860194, -0.3021815;0.1054, -0.3026
0.09725214, -0.30174565;0.097, -0.3017
-0.4006759, 0.1982428;-0.4013, 0.1967
0.19632275, -0.20225881;0.1972, -0.2029
0.09925844, -0.30196705;0.0995, -0.3019
0.19177845, -0.20051707;0.1936, -0.2015
-0.2496349, 0.24713515;-0.2506, 0.2459
0.0056315106, 0.0038107755;0.0046, 0.0061
0.39644834, 0.1040872;0.3961, 0.1037
-0.3004637, -0.29689825;-0.2997, -0.2982
-0.24750215, 0.24777845;-0.2489, 0.2462
-0.24915501, 0.25041044;-0.2504, 0.2487
-0.3993657, 0.19363569;-0.4001, 0.1928
0.1075835, -0.2959543;0.1087, -0.2955
-0.3067138, -0.2991562;-0.3072, -0.3001
0.20470515, 0.30102172;0.2048, 0.302
-0.0011297921, -0.0025282449;-0.0019, -5.0E-4
-0.0028517041, -0.0025994272;-0.0037, -7.0E-4
-0.3009672, -0.2999732;-0.3005, -0.3009
0.2003765, 0.30265814;0.2003, 0.3036
-0.25365937, 0.24764508;-0.2539, 0.246
0.2022998, -0.20112196;0.2028, -0.2009
-0.30140612, -0.2958822;-0.3013, -0.297
0.19960172, 0.29412466;0.1996, 0.2957
0.098572105, -0.29817513;0.0987, -0.2979
0.40632036, 0.098317824;0.4057, 0.0977
-0.3983984, 0.4012899;-0.3973, 0.401
-0.4016508, 0.1981379;-0.4019, 0.1965
0.20044965, 0.30338272;0.2005, 0.3043
0.0027228924, -0.0024475195;0.0012, -6.0E-4
0.20016675, 0.2990103;0.2001, 0.2999
-0.39701495, 0.20026182;-0.3981, 0.1994
0.40347046, 0.10474495;0.4034, 0.1044
-0.2572522, 0.2479212;-0.2579, 0.2464
0.20024711, -0.2045878;0.2006, -0.2047
-0.24852543, 0.24654335;-0.2496, 0.2449
-0.097781986, -0.10087369;-0.0995, -0.1025
0.39826438, 0.101140365;0.3981, 0.1005
0.19985689, -0.20014274;0.2006, -0.2003
-0.2991531, -0.29837665;-0.2987, -0.2994
-8.9976774E-4, -0.0062124785;-0.0015, -0.004
-0.39814383, 0.40088502;-0.397, 0.4007
0.20274195, 0.3008901;0.2029, 0.3018
0.40633684, 0.105000585;0.4062, 0.1043
0.2010955, 0.2981337;0.201, 0.2992
0.19804755, 0.2977016;0.1985, 0.2986
-0.3963902, 0.20139983;-0.3974, 0.2006
0.10000507, -0.3073029;0.1007, -0.3077
-0.39975852, 0.20165348;-0.4002, 0.2006
0.09733853, -0.30036682;0.0972, -0.3004
-0.39912522, 0.19957991;-0.3996, 0.1983
-0.40519, 0.20177794;-0.4056, 0.2005
-0.25115463, 0.24465945;-0.2516, 0.2431
-0.0017779651, 0.0039423653;-0.0028, 0.0068
0.20113206, -0.2019738;0.2017, -0.2017
1.7520973E-4, -0.0031172996;-0.001, -0.001
0.102242455, -0.3059986;0.1027, -0.3061
-0.10210943, -0.10070068;-0.1043, -0.1023
-0.29945722, -0.29895;-0.2987, -0.2996
0.39770168, 0.1045122;0.397, 0.1041
-0.29831558, -0.30377084;-0.2975, -0.3037
0.40098834, 0.10236072;0.4009, 0.1023
0.39907885, 0.10315229;0.3987, 0.1028
-0.10072929, -0.09684188;-0.1026, -0.0982
-0.39996463, 0.197109;-0.4007, 0.1957
-0.40323249, 0.20309483;-0.4037, 0.202
-0.39688712, 0.40155515;-0.396, 0.4011
-0.0039261286, 3.1176803E-4;-0.0049, 0.0025
0.19920096, 0.29508156;0.1991, 0.2967
0.40126, 0.1002571;0.4013, 0.0995
0.39971364, 0.107507415;0.3995, 0.1072
-0.001424429, -1.9818147E-4;-0.0025, 0.0018
-0.29865667, -0.30028054;-0.2978, -0.3007
5.1696517E-4, -0.0027593786;-4.0E-4, -9.0E-4
0.0016144802, -0.003416468;7.0E-4, -0.0015
-0.094680026, -0.10210007;-0.0965, -0.1039
0.20424297, -0.19990857;0.2046, -0.1998
-0.29878074, -0.30069947;-0.298, -0.3011
0.3976595, 0.101522125;0.3974, 0.101
-0.25062937, 0.25525948;-0.2518, 0.2546
0.09532451, -0.30034563;0.095, -0.3005
0.39711666, 0.09550708;0.3968, 0.0952
1.7272437E-4, -0.005010368;-7.0E-4, -0.003
-0.3013508, -0.2988713;-0.3012, -0.2997
0.0951459, -0.29729012;0.0949, -0.297
0.19969003, 0.2972481;0.1996, 0.2984
0.0998464, -0.3028538;0.1003, -0.303
0.19461535, 0.3017944;0.1949, 0.3029
0.19841962, -0.20006764;0.1995, -0.2007
0.39846298, 0.0977703;0.3985, 0.0971
0.0013678421, -0.0033883988;4.0E-4, -0.0015
-0.40289918, 0.403694;-0.401, 0.4027
-0.09979743, -0.09946824;-0.1019, -0.1009
-0.39988422, 0.19988394;-0.4006, 0.1988
-0.25079042, 0.2508906;-0.2513, 0.2493
0.40041605, 0.10328039;0.4005, 0.103
0.10530548, -0.30028814;0.1059, -0.3004
3.9454893E-4, 0.0032495349;-9.0E-4, 0.0052
0.19779767, 0.30095837;0.198, 0.3016
-0.39854088, 0.40464485;-0.3976, 0.4033
0.40035465, 0.1024699;0.4001, 0.1022
0.19660789, 0.29370058;0.1969, 0.2952
-9.583956E-4, -0.0064454274;-0.0016, -0.0041
-0.30095044, -0.30253643;-0.3006, -0.3026
0.20254575, 0.29853088;0.2027, 0.2997
0.20674971, 0.29757002;0.2068, 0.299
-0.24834147, 0.2477779;-0.2498, 0.2465
-0.3981824, 0.40078846;-0.3971, 0.4006
-0.10202853, -0.100880995;-0.1041, -0.1025
0.19525658, -0.19955882;0.1969, -0.2002
-0.39630422, 0.2008485;-0.3973, 0.2
-0.100306906, -0.100212716;-0.1024, -0.1017
-0.40262866, 0.20372786;-0.4029, 0.2024
0.40324256, 0.09339149;0.4029, 0.0927
0.40934715, 0.098546416;0.4081, 0.0984
0.105268635, -0.3040342;0.1063, -0.3047
-0.29310292, -0.30001715;-0.2929, -0.3003
0.19849886, -0.19967075;0.1999, -0.2001
-0.2502977, 0.24748434;-0.251, 0.2462
0.40181527, 0.10148826;0.4017, 0.1011
-0.40292144, 0.19902906;-0.4029, 0.1976
0.19850218, -0.20204605;0.1992, -0.2019
-0.39822072, 0.20194998;-0.3988, 0.201
-0.40457764, 0.20340356;-0.4048, 0.2023
0.19882475, -0.20271814;0.1992, -0.2026
-0.10087571, -0.09797998;-0.1027, -0.0996
0.39873803, 0.10355215;0.3984, 0.1032
0.196097, -0.19626245;0.1977, -0.197
-0.29956475, -0.30035597;-0.2991, -0.3007
-0.25420526, 0.24964805;-0.2547, 0.248
-0.40308708, 0.3965248;-0.4006, 0.3969
0.39963982, 0.09922588;0.3991, 0.0986
0.09835153, -0.30104816;0.0983, -0.301
-0.3991655, 0.39897448;-0.3982, 0.3991
-0.29892948, -0.2992005;-0.2982, -0.2998
0.20353615, 0.29961973;0.2036, 0.3003
0.09175832, -0.29390213;0.0918, -0.2934
-0.40035555, 0.19779076;-0.401, 0.1962
0.20144139, -0.20747568;0.2013, -0.2071
-5.5088446E-4, 0.0016077344;-0.0016, 0.0036
0.09795909, -0.29111138;0.0981, -0.2908
-0.39936203, 0.40066102;-0.3981, 0.4005
-0.40302035, 0.4024563;-0.4009, 0.4018
-0.3951215, 0.4012987;-0.3947, 0.4009
-0.40202567, 0.19987701;-0.4022, 0.1985
0.3953648, 0.10186866;0.3951, 0.1016
0.20533971, -0.1978676;0.2056, -0.1982
-9.203576E-4, 0.00134398;-0.0018, 0.0034
0.0026511273, 0.005881516;0.0015, 0.0088
-0.39574525, 0.39460656;-0.3947, 0.3951
-0.0011955578, 0.0016134284;-0.0021, 0.0037
0.20031305, 0.2994931;0.2001, 0.3002
-0.39738864, 0.39883384;-0.3965, 0.3991
-0.30088702, -0.30039462;-0.3005, -0.3011
-0.30212355, -0.30125812;-0.3019, -0.3019
-0.3950732, 0.20099775;-0.3959, 0.2001
-0.40585896, 0.20102952;-0.4062, 0.2002
9.121677E-6, 0.0016241947;-0.0012, 0.0037
-0.40092874, 0.3969364;-0.3992, 0.3975
0.09932309, -0.30149004;0.0994, -0.3017
-0.25492653, 0.24888171;-0.2553, 0.2473
0.19339429, -0.1986767;0.1948, -0.1994
-0.40019163, 0.2018179;-0.4008, 0.2008
0.20033662, -0.20010547;0.201, -0.2003
0.20033535, 0.3049275;0.2003, 0.3057
-0.40273783, 0.1980805;-0.4028, 0.1968
0.4025398, 0.10129535;0.4025, 0.1006
-0.40068293, 0.20069647;-0.401, 0.1995
0.39755872, 0.100088954;0.3975, 0.0995
0.19846621, 0.2971774;0.1988, 0.2981
0.10490065, -0.29691532;0.1055, -0.2962
-0.40837684, 0.19898707;-0.4081, 0.1985
0.19942757, 0.29521155;0.1993, 0.2968
0.20020536, -0.20309198;0.2009, -0.203
-0.09791222, -0.09746011;-0.1, -0.0991
-6.2494347E-4, -0.0014160263;-0.0017, 2.0E-4
0.19600236, -0.19486059;0.1976, -0.1952
0.40342078, 0.10197429;0.4035, 0.1015
0.19684009, 0.30309212;0.1971, 0.3041
-0.24826284, 0.2523139;-0.2496, 0.251
-0.3033713, -0.30208305;-0.3037, -0.3027
0.10329491, -0.3018955;0.1037, -0.3021
-0.39680085, 0.39733925;-0.3959, 0.3976
-0.39667377, 0.40245536;-0.3961, 0.4018
0.20151815, -0.19673711;0.2025, -0.1976
0.19955464, -0.19489658;0.2006, -0.1957
-0.102722764, -0.09850476;-0.1047, -0.1004
0.09373864, -0.29932958;0.0934, -0.299
-0.0965408, -0.100615926;-0.0984, -0.1021
-0.2448876, 0.25518203;-0.2466, 0.2536
-0.098139375, -0.10129177;-0.0998, -0.103
-0.40148073, 0.1943795;-0.4014, 0.1934
0.19911815, -0.20413789;0.1995, -0.2043
2.5680498E-5, -0.0031200105;-0.0012, -9.0E-4
0.19887687, 0.2971993;0.199, 0.2983
-0.40124196, 0.3925074;-0.3998, 0.3931
0.09858284, -0.2988562;0.0986, -0.2987
0.09987216, -0.29416683;0.1001, -0.2935
0.20201413, 0.2960434;0.202, 0.2973
0.0011561086, 0.0032599291;-1.0E-4, 0.0055
-0.3967396, 0.1945371;-0.3982, 0.1935
0.20316032, 0.30106667;0.2033, 0.3022
0.20305169, 0.29913855;0.2032, 0.3
-0.24824078, 0.24712987;-0.2495, 0.2455
-0.4043153, 0.40105084;-0.4019, 0.4008
-0.09821956, -0.102139845;-0.0999, -0.1041
-0.10398827, -0.098572604;-0.1061, -0.1003
-0.4069962, 0.3987708;-0.4043, 0.3994
-0.29621062, -0.30791852;-0.296, -0.3072
0.10578892, -0.30102107;0.1065, -0.3011
0.20237061, 0.30272835;0.2024, 0.3035
0.10169196, -0.29490677;0.102, -0.2941
0.094565704, -0.30083138;0.0943, -0.3008
0.19808745, 0.293569;0.1981, 0.2951
-0.30604413, -0.300262;-0.3065, -0.3013
-0.1012241, -0.09936287;-0.1034, -0.1012
0.19581445, 0.30323592;0.1961, 0.3043
0.40210688, 0.10375447;0.402, 0.1034
-0.0023070727, 0.0019257375;-0.0032, 0.0043
0.39726493, 0.101158805;0.3972, 0.1006
-0.29773638, -0.2993971;-0.2966, -0.3001
0.10059115, -0.29660952;0.1006, -0.2959
0.20355159, -0.19333604;0.2045, -0.1941
-3.904272E-4, 9.5985713E-4;-0.0014, 0.0032
0.39678404, 0.09851961;0.3964, 0.0978
-0.2534855, 0.25095865;-0.2541, 0.2494
0.20001332, 0.30130553;0.2, 0.3021
0.19665246, -0.2008276;0.198, -0.2016
1.3454936E-6, -0.0042354893;-0.001, -0.002
-0.10380214, -0.09808105;-0.1057, -0.0996
-0.10632118, -0.09947128;-0.1085, -0.1011
0.404094, 0.09919524;0.4045, 0.0987
9.1454625E-5, 8.309906E-4;-0.001, 0.003
-0.30031294, -0.30323553;-0.2999, -0.3034
0.40290442, 0.09860356;0.403, 0.0978
-0.10148686, -0.102166146;-0.1036, -0.1041
-0.24611628, 0.24576458;-0.2474, 0.2439
-0.10451253, -0.10155688;-0.1064, -0.1034
-0.09821711, -0.09876215;-0.1003, -0.1003
-0.10587192, -0.095229864;-0.1076, -0.0968
-0.39726743, 0.39418718;-0.3963, 0.3947
0.40366775, 0.09787226;0.4038, 0.0969
0.0026392185, -9.585556E-4;0.0014, 9.0E-4
-0.24727857, 0.24939124;-0.249, 0.2477
-0.40097857, 0.19797835;-0.4015, 0.1965
-0.39372954, 0.40375334;-0.3936, 0.4028
-0.4029284, 0.19684328;-0.4026, 0.1955
-0.29890892, -0.30271208;-0.2984, -0.3028
0.20652118, 0.29952785;0.2069, 0.3007
0.10226895, -0.29969814;0.1027, -0.2997
0.19571237, -0.19963925;0.1975, -0.2005
0.39882085, 0.09782547;0.3988, 0.0973
-0.30458236, -0.2985753;-0.3048, -0.2994
0.0034185054, -0.00218009;0.002, -4.0E-4
-0.39430887, 0.40252507;-0.394, 0.4014
0.39950815, 0.09598239;0.3993, 0.0953
0.4005897, 0.100563124;0.4002, 0.1
-0.0051327767, -0.0046598427;-0.006, -0.0026
0.39836577, 0.09865884;0.3982, 0.0981
-0.40342107, 0.40070534;-0.4012, 0.4005
0.20164397, -0.1999247;0.2024, -0.2
0.39265877, 0.099832684;0.3921, 0.0992
0.39056805, 0.103043094;0.3898, 0.1026
-0.30050278, -0.29881904;-0.2997, -0.2996
-0.30167022, -0.29834008;-0.3013, -0.2992
-0.40556034, 0.40439433;-0.4032, 0.4037
-0.39987406, 0.40343758;-0.3986, 0.4025
-0.39657035, 0.20240164;-0.3972, 0.2015
-0.09864298, -0.10603436;-0.1005, -0.108
-0.29822752, -0.29872316;-0.2973, -0.2994
-0.39833978, 0.19698307;-0.3993, 0.1956
-0.09968051, -0.09861235;-0.1016, -0.1002
-0.24534887, 0.24368633;-0.2465, 0.2415
-0.39758524, 0.2022729;-0.3982, 0.2013
-0.29929316, -0.30646983;-0.2993, -0.3063
0.095975645, -0.30053285;0.0959, -0.3007
-0.39990887, 0.20344001;-0.4002, 0.2023
-0.39834625, 0.19924496;-0.3992, 0.1981
0.19656621, 0.29948455;0.1971, 0.3003
-0.40459064, 0.39995822;-0.4022, 0.3999
0.20160133, -0.1965454;0.2026, -0.1974
0.4019407, 0.098348856;0.402, 0.0974
-0.39795187, 0.20006926;-0.3989, 0.1988
-0.09671537, -0.09855531;-0.0984, -0.1001
-0.30159315, -0.2989017;-0.3013, -0.2997
0.39957538, 0.094908446;0.3996, 0.0944
-0.39630964, 0.19592158;-0.3979, 0.1948
0.20012675, -0.19951212;0.201, -0.1997
-0.10017907, -0.0997174;-0.1023, -0.1011
0.4048471, 0.09847641;0.4047, 0.0978
-0.39759007, 0.20056377;-0.3985, 0.1995
0.39975056, 0.10625146;0.3996, 0.1062
-0.24650986, 0.24356815;-0.2475, 0.2417
-0.40157935, 0.20450966;-0.4019, 0.2033
0.102508165, -0.30284452;0.1026, -0.3031
-0.4027726, 0.4042112;-0.4009, 0.4031
0.19821492, -0.19494228;0.1994, -0.1956
0.09918427, -0.30199096;0.0994, -0.3018
0.19544065, 0.3018855;0.1957, 0.3027
0.20038576, -0.20067169;0.2011, -0.2009
0.003647111, -0.0026744767;0.0026, -0.0011
-0.29926428, -0.29727784;-0.2987, -0.2985
-0.0016125306, 0.0013537435;-0.0025, 0.0033
0.19961587, 0.3031889;0.1999, 0.3041
-0.0046793357, 4.345209E-4;-0.0056, 0.0029
0.20427129, -0.20045269;0.2046, -0.2005
0.101674, -0.29503372;0.1019, -0.2942
-0.10108522, -0.099344976;-0.103, -0.1011
-0.40203157, 0.39803863;-0.4, 0.3983
0.20259307, 0.30050358;0.2029, 0.3013
-0.3027625, -0.29578254;-0.3028, -0.2968
0.3958098, 0.09984089;0.3957, 0.0992
0.20303532, -0.20373842;0.2036, -0.2034
0.09794088, -0.30255643;0.0978, -0.3021
-0.4016307, 0.40119022;-0.3999, 0.401
-0.3959368, 0.19670652;-0.3975, 0.1954
0.10098882, -0.29563436;0.1012, -0.2947
0.2041249, -0.20222405;0.2045, -0.2019
0.4005772, 0.103312254;0.4006, 0.1032
